,State,County,Population,People 1/2 Mile and More,People 1 Mile and More,People 10 Miles and More,People 20 Miles and More
721,NC,Davidson,162878,147797.2927,117978.2304,0.0,0.0
722,TN,Davidson,626681,457038.2206,197402.0674,0.0,0.0
723,NC,Davie,41240,39520.25183,33011.32212,0.0,0.0
724,IN,Daviess,31648,27333.267560000004,18956.422309999998,0.0,0.0
725,KY,Daviess,96656,72875.13095,42653.69674,568.2001988,0.0
726,MO,Daviess,8433,7292.142634000001,6715.387481999999,1858.7922879999999,0.0
727,IA,Davis,8753,7031.772928,6071.711239,1161.746827,0.0
728,UT,Davis,306479,235269.2676,113480.7747,0.0,0.0
729,SD,Davison,19504,14894.361830000002,8060.14003,1258.704964,0.0
730,NE,Dawes,9182,6732.991368999999,3448.406718,2105.035547,1398.7013029999998
731,GA,Dawson,22330,20801.28772,18690.671469999997,0.0,0.0
732,MT,Dawson,8966,8565.100468,6053.31455,1101.900083,694.2292916
733,NE,Dawson,24326,19871.80879,13570.877390000001,1926.9249260000001,33.07013056
734,TX,Dawson,13833,10632.71397,5847.119211,1170.83001,172.19811669999999
735,SD,Day,5710,4602.629354,3761.28383,2790.8213100000003,16.74782172
736,NM,De Baca,2022,2022.000005,2022.000005,2022.000005,2022.000005
737,LA,De Soto,26656,24372.51942,20839.89214,5925.71444,0.0
738,IL,De Witt,16561,10835.58244,7041.975512999999,298.51912250000004,0.0
739,AL,DeKalb,71109,67064.82697000001,59861.741570000006,0.0,0.0
740,GA,DeKalb,691893,489388.3386,193693.9222,0.0,0.0
741,IL,DeKalb,105160,89805.36803,53070.08042,282.4900902,0.0
742,IN,DeKalb,42223,38295.5578,29726.073889999996,0.0,0.0
743,MO,DeKalb,12892,11978.62744,8770.264261,4821.586914,0.0
744,TN,DeKalb,18723,16565.98227,14469.72824,177.7139688,0.0
745,FL,DeSoto,34862,28933.178969999997,20737.85165,696.6015507999999,0.050435392999999995
746,MS,DeSoto,161252,147061.7556,107950.9945,1728.92263,0.0
747,TX,DeWitt,20097,17732.84755,12256.61035,1374.972634,0.0
748,TX,Deaf Smith,19372,14064.33946,6806.008203,942.5940982000001,156.0951757
749,IN,Dearborn,50047,47222.39516,45001.84099,0.0,0.0
750,GA,Decatur,27842,21754.51431,18604.052490000002,1672.8648,0.0
751,IA,Decatur,8457,7640.889434000001,5106.385425,919.4954215,0.0
752,IN,Decatur,25740,20665.2858,15350.74259,2786.917734,0.0
753,KS,Decatur,2961,1546.215689,1039.92961,499.8395562,0.0028178920000000002
754,TN,Decatur,11757,10858.49054,9181.892377,749.0457771,0.0
755,MT,Deer Lodge,9298,7070.267370999999,3489.8519549999996,315.2554477,28.10977118
756,OH,Defiance,39037,34058.75447,23771.97378,0.0,0.0
757,CA,Del Norte,28610,24831.714640000002,18634.850280000002,1625.0953769999999,74.20053687
758,IA,Delaware,17764,15672.023130000001,12619.97746,1118.612029,0.0
759,IN,Delaware,117671,95039.96132,56477.59017999999,0.0,0.0
760,NY,Delaware,47980,38632.729510000005,33900.652989999995,1347.1318919999999,0.0
761,OH,Delaware,174214,156402.5346,113422.6946,0.0,0.0
762,OK,Delaware,41487,38989.44075,36030.208510000004,5498.052614,0.0
763,PA,Delaware,558979,362935.2268,122322.7309,0.0,0.0
764,CO,Delta,30952,24628.24516,18664.10171,380.027245,0.00111265
765,MI,Delta,37069,27761.75134,21749.03071,3414.6525460000003,334.6387912
766,TX,Delta,5231,3915.5010399999996,3098.943304,377.2027916,0.0
767,AK,Denali,1826,1826.000014,1826.000014,1826.000014,1826.000014
768,MO,Dent,15657,13210.86428,10463.54997,2274.30024,6.654878653
769,TX,Denton,662614,522904.47799999994,283291.4096,1037.2910550000001,0.0
770,CO,Denver,600158,361756.3789,98648.05986000001,0.0,0.0
771,IA,Des Moines,40325,32049.65561,19765.23431,2215.604525,0.0
772,OR,Deschutes,157733,121123.8145,73703.42392,765.5434744,64.02919149
773,AR,Desha,13008,11258.62822,7472.035689,1115.7260119999999,0.0
774,NE,Deuel,1941,1065.151491,943.7427096000001,520.520611,0.0
775,SD,Deuel,4364,4363.999993,4363.999993,4237.4055530000005,1536.910425
776,OK,Dewey,4810,4809.999999000001,4809.999999000001,4809.999999000001,3385.5823649999998
777,SD,Dewey,5301,3908.724097,2927.447472,2319.478408,1710.863893
778,TX,Dickens,2444,1766.4475949999999,1420.560756,484.9589176,26.39153203
779,VA,Dickenson,15903,14955.097730000001,13887.009390000001,30.10792032,0.0
780,ND,Dickey,5289,4296.860238,3411.1119770000005,2790.49372,2171.741536
781,IA,Dickinson,16667,12844.53126,9339.951570000001,236.11233470000002,0.0
782,KS,Dickinson,19754,16107.62139,10937.74611,3152.558543,0.0
783,MI,Dickinson,26168,18879.19372,13410.44309,2359.837783,86.12471983
784,TN,Dickson,49666,42882.37502,36359.46829,1468.604327,0.0
785,AK,Dillingham,4847,4156.593276,3886.995636,1578.5847019999999,1100.0802720000002
786,SC,Dillon,32062,27757.667789999996,21655.63649,0.0011792439999999999,0.0
787,TX,Dimmit,9996,7894.271634999999,5040.855306,1060.2702960000001,31.69983576
788,VA,Dinwiddie,28001,26527.418009999998,23205.09035,3487.2476520000005,0.0
789,DC,District of Columbia,601723,178539.0236,17034.24762,0.0,0.0
790,ND,Divide,2071,1169.963375,996.0243317,684.0674004,75.849699
791,FL,Dixie,16422,15398.19142,13764.43507,927.7345715,173.24078269999998
792,NE,Dixon,6000,6000.0000039999995,6000.0000039999995,2498.007757,0.0
793,WV,Doddridge,8202,7451.390897,7144.600295,169.9527627,0.0
794,GA,Dodge,21796,18494.115990000002,14076.812569999998,0.0,0.0
795,MN,Dodge,20087,17696.44679,12658.50404,802.8897082999999,0.0
796,NE,Dodge,36691,27624.534289999996,14684.17575,4157.2754780000005,0.0
797,WI,Dodge,88759,66450.01625,45787.23755,0.0,0.0
798,CO,Dolores,2064,1674.8753199999999,1277.443198,413.6658196,51.07101465
799,NM,Dona Ana,209233,181231.2893,136994.8625,4860.28279,123.37625449999999
800,KS,Doniphan,7945,7944.999956999999,7944.999956999999,4184.771275,0.0
801,TX,Donley,3677,2802.31541,2080.9402370000003,534.9588557,4.33e-05
802,GA,Dooly,14918,13196.505490000001,11348.63623,4992.811833,0.0
803,WI,Door,27785,25639.60249,20565.84648,642.3297464999999,0.0
804,MD,Dorchester,32618,25490.65096,21352.06208,1955.390625,0.0
805,SC,Dorchester,136555,114906.5692,68170.02805,1480.157389,0.0
806,GA,Dougherty,94565,78791.42306,53606.63811,94.07811353,0.0
807,CO,Douglas,285465,233760.7554,121653.7879,1687.7294120000001,0.00033375
808,GA,Douglas,132403,115748.4676,82209.27997,79.22383592,0.0
809,IL,Douglas,19980,14208.40384,8796.430057,1283.357867,0.0
810,KS,Douglas,110826,77334.63239,33004.64905,11.95003631,0.0
811,MN,Douglas,36009,33965.55548,28973.27669,7564.4200980000005,0.0
812,MO,Douglas,13684,13181.597170000001,11740.398509999999,3536.289831,0.0
813,NE,Douglas,517110,349264.9077,103604.5395,0.0,0.0
814,NV,Douglas,46997,44872.56338,40581.54327,2150.9722469999997,15.98134278
815,OR,Douglas,107667,88746.87097,62836.60962,9106.278565999999,611.4767373999999
816,SD,Douglas,3002,3001.999995,3001.999995,2801.503928,713.0680332999999
817,WA,Douglas,38431,34889.23771,26404.26951,3612.480458,82.52184670000001
818,WI,Douglas,44159,33969.6675,20133.45367,7701.488551,1.459656857
819,AR,Drew,18509,15607.61111,11896.39221,1723.4799039999998,0.0
820,IL,DuPage,916924,658318.4502,252538.3422,0.0,0.0
821,IN,Dubois,41889,29585.78613,21208.91187,1053.0334050000001,0.0
822,IA,Dubuque,93653,78044.05309,44345.18276,377.9265775,0.0
823,UT,Duchesne,18607,14907.736480000001,11642.833209999999,4651.521965999999,909.9368799
824,MA,Dukes,16535,13816.1299,9819.661069,63.98585492,0.0
825,NE,Dundy,2008,1258.883865,1043.527205,667.9138632999999,19.4099585
826,MO,Dunklin,31953,22669.91761,13440.901530000001,1.707966655,0.0
827,ND,Dunn,3536,3535.999993,3535.999993,3341.731331,2807.366364
828,WI,Dunn,43857,34536.14037,29678.39897,2750.97663,0.0
829,NC,Duplin,58505,51979.3793,44682.65649,319.2707185,0.0
830,NC,Durham,267587,204839.2199,103098.3914,63.67737834,0.0
831,NY,Dutchess,297488,254450.8649,186455.9715,0.0,0.0
832,FL,Duval,864263,640434.7420000001,283765.0573,0.0,0.0
833,TX,Duval,11782,9857.712054000001,6046.719365,3156.58339,18.04183179
834,TN,Dyer,38335,35653.63298,28643.14865,122.76841770000001,0.0
835,CO,Eagle,52197,38785.247910000006,24491.10272,554.3314484,1.4871650809999999
836,GA,Early,11008,10144.12227,7887.0202930000005,403.8256285,0.0
837,LA,East Baton Rouge,440171,340559.99100000004,164709.8965,150.89944119999998,0.0
838,LA,East Carroll,7759,5375.7398,3711.599894,541.2634009,0.0
839,LA,East Feliciana,20267,20125.44347,19265.337190000002,813.8665578,0.0
840,TX,Eastland,18583,15025.017580000002,9743.674187999999,3148.0937489999997,0.0
841,MI,Eaton,107759,88353.5795,62726.75999,29.06750673,0.0
842,WI,Eau Claire,98736,78950.65249,48979.76752,530.3954838000001,0.0
843,GA,Echols,4034,3828.1921799999996,3474.617217,194.3037528,15.09000226
844,TX,Ector,137130,101535.7818,49006.613,1685.6472170000002,2.694555135
845,ND,Eddy,2385,1272.796337,969.2154609999999,688.5039059999999,224.74500299999997
846,NM,Eddy,53829,45590.29688,30611.9985,3134.645105,374.90485939999996
847,IL,Edgar,18576,15469.51813,11699.108,4611.051596,0.0
848,NC,Edgecombe,56552,47334.36851,35982.98343,0.0,0.0
849,SC,Edgefield,26985,24431.215180000003,19538.84926,911.0105286,0.0
850,KY,Edmonson,12161,11626.21286,11104.1242,262.4330838,0.0
851,SD,Edmunds,4071,3259.22811,3112.753311,2591.615622,748.7257886
852,IL,Edwards,6721,4710.521626,3956.209223,1243.358107,0.0
853,KS,Edwards,3037,1846.060521,1546.609177,485.90013710000005,23.40494872
854,TX,Edwards,2002,1367.33206,810.2964469,638.0084491,383.168967
855,GA,Effingham,52250,49953.490999999995,45076.53912,271.42767819999995,0.0
856,IL,Effingham,34242,27744.78795,22650.96299,2080.0369539999997,0.0
857,CA,El Dorado,181058,158585.2082,120498.4709,196.92869209999998,0.0
858,CO,El Paso,622263,507067.505,276009.5367,12190.203440000001,2927.891748
859,TX,El Paso,800647,580832.2643,273414.1836,157.8710497,0.0
860,CO,Elbert,23086,21942.22793,21014.80241,6389.483724000001,1421.456412
861,GA,Elbert,20166,18702.587369999997,16134.732,646.1413567000001,0.0
862,KS,Elk,2882,2882.000005,2882.000005,2863.469059,1257.849554
863,PA,Elk,31946,25757.510140000002,17578.85398,68.63061546,0.0
864,IN,Elkhart,197559,158409.2936,92076.25658,0.0,0.0
865,NV,Elko,48818,38858.0233,26663.08468,4705.095147,2480.939045
866,KY,Elliott,7852,7827.665928,7701.734061,15.673820000000001,0.0
867,KS,Ellis,28452,22228.77518,10954.368120000001,3267.952115,0.0
868,OK,Ellis,4151,4151.0000039999995,4151.0000039999995,4127.227743,3289.95492
869,TX,Ellis,149610,131408.0448,106112.5982,34.62526714,0.0
870,KS,Ellsworth,6497,4899.285922,3393.424905,2027.577404,0.0
871,AL,Elmore,79303,74108.23993,66039.14197000001,178.1232789,0.0
872,ID,Elmore,27038,22752.83781,14032.464590000001,3526.124621,2244.389501
873,GA,Emanuel,22598,21122.33345,17868.654309999998,4794.270082999999,0.0
874,UT,Emery,10976,9269.016992,7783.639738,4428.501061,1132.000009
875,IA,Emmet,10302,7687.277726,4762.315611999999,2215.1033429999998,0.0
876,MI,Emmet,32694,26646.513909999998,23184.82583,4855.340877000001,0.0
877,ND,Emmons,3550,2514.005835,2372.27353,1640.384436,350.9895509
878,VA,Emporia,5927,3326.019923,289.02696610000004,0.0,0.0
879,TX,Erath,37890,34552.607430000004,26748.52696,4141.7691700000005,47.47157314
880,NY,Erie,919040,650259.3863,335317.5308,2.287623525,0.0
881,OH,Erie,77079,67874.72687,45726.55675,34.47333,0.0
882,PA,Erie,280566,222578.00600000002,130996.6724,171.4078821,0.0
883,AL,Escambia,38319,34615.41794,25930.10482,2433.66348,0.0
884,FL,Escambia,297619,252140.4818,154818.6413,848.7411053999999,0.0
885,NV,Esmeralda,783,783.0,783.0,760.9999994,760.9999994
886,MA,Essex,743159,531769.369,285958.0397,0.0,0.0
887,NJ,Essex,783969,304772.088,69123.51462,0.0,0.0
888,NY,Essex,39370,33574.03578,29059.53267,1021.8737060000001,0.0
889,VA,Essex,11151,10714.61755,9992.602153,1541.205262,0.0
890,VT,Essex,6306,6148.729167,5936.155795000001,1877.306932,0.0
891,KY,Estill,14672,13224.17967,11970.27892,26.20761682,0.0
892,AL,Etowah,104430,88942.06486,69299.14827,0.0,0.0
893,NV,Eureka,1987,1987.000007,1987.000007,1953.4289260000003,1848.2627059999998
894,LA,Evangeline,33984,28740.963760000002,24005.30966,2475.592984,0.0
895,GA,Evans,11000,9420.629976999999,7607.295984,0.0,0.0
896,AK,Fairbanks North Star,97581,90229.23194,72969.97722999999,3784.6168030000003,457.64062750000005
897,VA,Fairfax City,22565,7251.705770999999,0.0,0.0,0.0
898,VA,Fairfax,1081726,673185.6422,221042.2723,0.0,0.0
899,CT,Fairfield,916829,637754.7904,308217.9332,0.0,0.0
900,OH,Fairfield,146156,127595.2924,95142.85964,11.45706768,0.0
901,SC,Fairfield,23956,22526.70979,19511.55149,3580.881171,0.0
902,SD,Fall River,7094,6024.6049969999995,4487.214757,1674.413001,888.8700186000001
903,MT,Fallon,2890,1824.8722300000002,1086.7695800000001,648.4119066000001,164.9180265
904,VA,Falls Church,12332,6869.748853,165.877687,0.0,0.0
905,TX,Falls,17866,16270.993999999999,13043.0448,5612.081595000001,0.0
906,GA,Fannin,23682,21937.140059999998,20067.4058,28.4262718,0.0
907,TX,Fannin,33915,31753.11978,28577.400739999997,6622.52759,46.53508607
908,MN,Faribault,14553,11954.8562,9096.101698,2215.261281,0.0
909,SD,Faulk,2364,2364.000008,2364.000008,2361.9040449999998,1854.6450519999999
910,AR,Faulkner,113237,106171.1141,86292.93142000001,659.7668683999999,0.0
911,VA,Fauquier,65203,55822.403860000006,47831.06247,347.8612566,0.0
912,AL,Fayette,17241,15384.478180000002,12302.550790000001,179.0758399,0.0
913,GA,Fayette,106567,96520.17194,72465.54916000001,0.0,0.0
914,IA,Fayette,20880,16514.450630000003,10736.03203,965.6580339,0.0
915,IL,Fayette,22140,20236.13178,16678.65452,4862.0112850000005,0.0
916,IN,Fayette,24277,18557.65665,14926.091269999999,139.1260686,0.0
917,KY,Fayette,295803,209504.9798,73436.72958,0.0,0.0
918,OH,Fayette,29030,23081.343530000002,13920.464,0.0,0.0
919,PA,Fayette,136606,115393.9456,78731.67801,2188.104363,0.0
920,TN,Fayette,38413,35848.39142,31610.70867,4468.81674,0.0
921,TX,Fayette,24554,21972.94495,17539.385459999998,6500.286752,13.589770499999998
922,WV,Fayette,46039,39703.28172,32319.27477,444.252363,0.0
923,TN,Fentress,17959,16381.145869999998,14535.240919999998,49.00407448,0.0
924,MT,Fergus,11586,9375.341526,6159.062973,3356.9657049999996,1549.695984
925,WA,Ferry,7551,6829.1897340000005,6447.829298,3695.031746,1462.056022
926,MN,Fillmore,20866,16803.07501,13251.902540000001,537.7033046,0.0
927,NE,Fillmore,5890,4422.039626,3674.8894990000003,1409.761236,0.0
928,KS,Finney,36776,25258.01289,14018.55696,1042.573098,133.4098718
929,TX,Fisher,3974,2884.361223,2442.49597,676.641005,0.0
930,FL,Flagler,95696,89907.6771,71044.18352,295.94054,0.0
931,MT,Flathead,90928,74842.11379,52879.09481,3118.4483170000003,670.0778320000001
932,KY,Fleming,14348,12899.067659999999,11498.68863,846.4358179,0.0
933,SC,Florence,136885,115357.6213,82599.90121,0.0,0.0
934,WI,Florence,4423,4422.960972999999,4267.9330039999995,1920.1939760000002,4.134754135
935,GA,Floyd,96317,85307.76628,62761.05255,107.65410859999999,0.0
936,IA,Floyd,16303,12549.45445,9293.17854,2653.777066,0.0
937,IN,Floyd,74578,60056.02284,34966.08889,0.0,0.0
938,KY,Floyd,39451,36625.81203,33574.347389999995,0.0,0.0
939,TX,Floyd,6446,3549.2926810000004,1551.860551,338.5676325,27.06089393
940,VA,Floyd,15279,14843.455680000001,14189.68914,4253.493097,0.0
941,VA,Fluvanna,25691,25233.71965,23680.86749,43.07499745,0.0
942,TX,Foard,1336,1336.000005,1336.000005,1336.000005,1077.798872
943,WI,Fond du Lac,101633,82890.0855,53543.40873,1554.094843,0.0
944,IL,Ford,14081,10125.54921,6204.8435850000005,1573.96076,0.0
945,KS,Ford,33848,25160.83282,15575.876380000002,2902.756964,1062.933259
946,PA,Forest,7716,6805.63146,5802.455522,89.8802819,0.0
947,WI,Forest,9304,7892.713921,7493.965583,3501.9516630000003,192.34227769999998
948,MS,Forrest,74934,59371.585960000004,37731.955389999996,2315.537156,0.0
949,GA,Forsyth,175511,159211.8011,119301.771,0.0,0.0
950,NC,Forsyth,350670,290425.3395,173309.6558,0.0,0.0
951,TX,Fort Bend,585375,506118.0609,325957.4867,1441.647371,0.0
952,ND,Foster,3343,2168.7575829999996,1253.842008,612.6334825,287.820309
953,IN,Fountain,17240,13395.905929999999,9500.794754999999,519.8913243,0.0
954,VA,Franklin City,8582,8373.459473,5402.237161999999,0.0,0.0
955,AL,Franklin,31704,27868.48225,21139.76711,872.4553507999999,0.0
956,AR,Franklin,18125,16335.271169999998,13846.522280000001,1185.837227,0.253373168
957,FL,Franklin,11549,9521.994859999999,7715.747956,179.41969519999998,0.0
958,GA,Franklin,22084,19916.80522,17357.4479,298.22087430000005,0.0
959,IA,Franklin,10680,8861.039232,6506.139005,1767.5154149999998,0.0
960,ID,Franklin,12786,10727.55952,8662.256705,919.1117877999999,75.59931267
961,IL,Franklin,39561,32281.178519999998,23387.8288,749.9249461,0.0
962,IN,Franklin,23087,19942.02332,18322.94632,1709.1946039999998,0.0
963,KS,Franklin,25992,25481.856069999998,22495.15126,1997.8018969999998,0.0
964,KY,Franklin,49285,41085.366519999996,26543.78052,226.240175,0.0
965,LA,Franklin,20767,18880.3054,14746.08642,1230.696097,0.0
966,MA,Franklin,71372,57787.54741,50691.32691,219.2635773,0.0
967,ME,Franklin,30768,26519.54091,22897.23545,137.66333410000001,14.18909948
968,MO,Franklin,101492,82634.04948,61183.82474,973.1078679999999,0.0
969,MS,Franklin,8118,7668.5032120000005,6976.437725,2578.131234,0.0
970,NC,Franklin,60619,57719.48918,52501.9133,2042.5448609999999,0.0
971,NE,Franklin,3225,2320.844036,2185.025124,1548.553231,0.0
972,NY,Franklin,51599,42392.81732,35936.1932,4360.4133679999995,8.435182608
973,OH,Franklin,1163414,795825.3509,319428.3136,0.0,0.0
974,PA,Franklin,149618,126985.4485,98276.78426,2474.536886,0.0
975,TN,Franklin,41052,37695.983889999996,33515.291789999996,3240.963846,0.0
976,TX,Franklin,10605,9399.545054,7755.133128,521.5291493,0.0
977,VA,Franklin,56159,55653.16597,54056.12734,5881.766866,0.0
978,VT,Franklin,47746,40977.44524,33385.04604,1186.9072720000001,0.0
979,WA,Franklin,78163,55817.16115,39429.96712,4910.450074,52.97355377
980,MD,Frederick,233385,175953.8896,113571.3884,0.0,0.0
981,VA,Frederick,78305,68764.46435,49201.89963,1769.2575989999998,0.0
982,VA,Fredericksburg,24286,17234.4442,6390.310090999999,0.0,0.0
983,MN,Freeborn,31255,28431.38691,22413.12719,609.6017317000001,0.0
984,TX,Freestone,19816,17619.56744,15068.1416,2580.912798,0.0
985,CO,Fremont,46824,41253.12167,30720.74135,3359.13366,171.0728523
986,IA,Fremont,7441,6721.444659999999,6459.29477,3370.505154,0.0
987,ID,Fremont,13242,11554.83122,8848.693067,1263.4854369999998,423.6149047
988,WY,Fremont,40123,30694.177519999997,21780.58972,4283.775493,767.1477762999999
989,CA,Fresno,930450,591026.6539,244520.6184,15416.68962,355.840812
990,TX,Frio,17217,14185.1498,7930.607556,509.8223621,22.62347773
991,NE,Frontier,2756,2756.000005,2756.000005,2756.000005,1816.398859
992,AR,Fulton,12245,11554.536470000001,10787.253340000001,1687.5609920000002,0.0
993,GA,Fulton,920581,642365.299,263833.8935,0.0,0.0
994,IL,Fulton,37069,27063.40775,19035.37468,3646.403603,0.0
995,IN,Fulton,20836,19668.87268,15675.11778,1169.814181,0.0
996,KY,Fulton,6813,4515.342307,2404.9843100000003,2.31057356,0.0
997,NY,Fulton,55531,43000.4862,30668.288969999998,117.43028319999999,0.0
998,OH,Fulton,42698,36709.74615,30029.725919999997,0.052897745999999995,0.0
999,PA,Fulton,14845,13406.23345,12443.70558,1850.9425579999997,0.0
1000,NE,Furnas,4959,3510.321833,3308.912665,2341.369138,8.839148533
1001,FL,Gadsden,46389,40424.17663,33642.97562,694.0639686000001,0.0
1002,NE,Gage,22311,17090.9615,12020.678590000001,3647.9455,0.0
1003,TX,Gaines,17526,14659.0431,9658.157393000001,618.1278927999999,0.538811307
1004,VA,Galax,7042,3155.494692,396.7469345,0.0,0.0
1005,IL,Gallatin,5589,5589.0000119999995,5589.0000119999995,4856.048815,0.0
1006,KY,Gallatin,8589,7438.735865000001,6766.881998000001,0.0,0.0
1007,MT,Gallatin,89513,64159.7331,51647.58025,7291.914129000001,2533.9352489999997
1008,OH,Gallia,30934,28786.09486,25414.609080000002,898.1002721000001,0.0
1009,TX,Galveston,291309,243000.1037,140270.5976,2934.6897010000002,0.0
1010,NE,Garden,2057,2056.999992,2056.999992,2054.1421,1860.290473
1011,CO,Garfield,56389,43323.745189999994,31257.139,504.05018839999997,55.2967797
1012,MT,Garfield,1206,861.4532646,851.0170447999999,666.9303579,501.1180779
1013,NE,Garfield,2049,911.7213971000001,810.0796663,208.977146,39.03400205
1014,OK,Garfield,60580,47773.62481,25749.82257,3066.744916,0.0
1015,UT,Garfield,5172,3840.51514,3131.841277,1811.6912550000002,1495.760452
1016,WA,Garfield,2266,2266.0,2266.0,2258.365061,1814.257199
1017,AR,Garland,96024,87112.32865,68732.32923999999,1850.0998940000002,0.0
1018,KY,Garrard,16912,16912.00009,16912.00009,868.4432072999999,0.0
1019,MD,Garrett,30097,28879.91878,25362.095680000002,117.7147101,0.0
1020,OK,Garvin,27576,23149.323790000002,18663.62081,7080.528944,87.33864388
1021,TX,Garza,6461,5004.307422999999,1281.3677369999998,290.8113581,13.08822635
1022,MO,Gasconade,15222,11505.20711,9597.115002,953.4063815,0.0
1023,NC,Gaston,206086,170512.7816,108397.9529,0.0,0.0
1024,NC,Gates,12197,11934.7421,11436.32286,4.764051285,0.0
1025,KS,Geary,34362,28163.963939999998,20421.146819999998,299.32343560000004,0.0
1026,OH,Geauga,93389,88002.42603,78039.64745,11.822083000000001,0.0
1027,ID,Gem,16719,16223.51507,12552.703520000001,1193.1098029999998,132.1459351
1028,MI,Genesee,425790,342563.2114,207332.1537,0.0,0.0
1029,NY,Genesee,60079,51675.3438,38388.19842,0.0,0.0
1030,AL,Geneva,26790,22021.43203,18256.041680000002,9.094307035,0.0
1031,MO,Gentry,6738,4243.710488000001,2851.5061309999996,222.89049029999998,0.0
1032,MS,George,22578,21611.808259999998,19474.30465,2299.506213,0.0
1033,SC,Georgetown,60158,50881.090789999995,37994.489219999996,3006.0269550000003,0.0
1034,IN,Gibson,33503,27461.892239999997,20085.610109999998,482.4077272,0.0
1035,TN,Gibson,49683,43912.553139999996,33687.13515,35.0550108,0.0
1036,AZ,Gila,53597,45258.1392,32702.839519999998,6372.912858,912.3969722
1037,FL,Gilchrist,16939,15703.29504,14638.44501,99.02736962,0.0
1038,TN,Giles,29485,26244.31099,22017.45751,3482.736525,0.0
1039,VA,Giles,17286,14579.465569999998,12829.66388,128.9285946,0.0
1040,TX,Gillespie,24837,21856.6208,15601.3097,2568.886007,0.0
1041,OR,Gilliam,1871,1236.549113,1180.428589,1022.860336,726.529779
1042,GA,Gilmer,28292,27414.53417,25206.97221,168.5734291,0.0
1043,WV,Gilmer,8693,8257.864161,7243.838993,451.9803998,0.0
1044,CO,Gilpin,5441,5440.999984,5440.999984,0.0,0.0
1045,MT,Glacier,13399,10309.42257,6478.633251,2678.6928190000003,717.590942
1046,FL,Glades,12884,11488.48143,9906.021007,2605.823856,0.0
1047,MI,Gladwin,25692,23770.61778,21240.25709,2042.0771530000002,0.0
1048,GA,Glascock,3082,3081.999986,3081.999986,2165.352081,0.0
1049,TX,Glasscock,1226,1226.000004,1226.000004,1204.440693,939.2233707999999
1050,CA,Glenn,28122,21848.99203,14567.76239,1417.5294199999998,216.88026409999998
1051,NJ,Gloucester,288288,251033.0572,179353.3692,0.0,0.0
1052,VA,Gloucester,36858,34397.88953,28032.3351,0.0,0.0
1053,GA,Glynn,79626,69959.47095,46462.989760000004,484.5991004,0.0
1054,MI,Gogebic,16427,13319.21405,9589.837459,3303.2768739999997,292.952802
1055,MT,Golden Valley,884,884.0000031,884.0000031,884.0000031,833.069925
1056,ND,Golden Valley,1680,983.2604863,661.4814652000001,396.7277722,82.05157443
1057,TX,Goliad,7210,6319.383196,5159.88695,2670.3823230000003,0.0
1058,TX,Gonzales,19807,17047.824930000002,13274.664490000001,3359.2394200000003,6.852996157000001
1059,VA,Goochland,21717,21432.00395,20344.81238,2199.588941,0.0
1060,MN,Goodhue,46183,39116.897280000005,29621.84057,3168.634128,0.0
1061,ID,Gooding,15464,10479.8772,8500.62154,1977.033805,0.0
1062,GA,Gordon,55186,48578.270110000005,40913.68821,0.729598179,0.0
1063,WY,Goshen,13249,11421.972670000001,8120.021406999999,2737.221035,828.5526507000001
1064,NE,Gosper,2044,2044.0000079999998,2044.0000079999998,1298.298426,0.0
1065,KS,Gove,2695,2695.000015,2695.000015,2625.877777,916.2098082999998
1066,GA,Grady,25011,21727.145819999998,17728.47093,795.2429582999999,0.0
1067,OK,Grady,52431,47529.4073,38622.59835,3802.859367,0.0
1068,NH,Grafton,89118,78584.76845,62301.77514,2487.2663850000004,0.0
1069,AZ,Graham,37220,34122.41736,29808.0023,4343.558599,2267.693119
1070,KS,Graham,2597,1734.070902,1065.640093,576.1008645,0.0
1071,NC,Graham,8861,8120.356637000001,7479.485648000001,251.48107779999998,0.0
1072,TN,Grainger,22657,21564.566759999998,19428.839780000002,0.0,0.0
1073,ND,Grand Forks,66861,46295.25122,26153.2582,6025.9536100000005,297.57097589999995
1074,VT,Grand Isle,6970,6970.000009,6970.000009,222.0602252,0.0
1075,MI,Grand Traverse,86986,71762.53787,55246.81103,0.0,0.0
1076,CO,Grand,14843,12761.19045,11189.7391,2881.579832,2274.262679
1077,UT,Grand,9225,6666.361154,4040.5251299999995,214.6913329,107.4120858
1078,MT,Granite,3079,3071.165975,3045.276775,1957.509309,312.9573831
1079,AR,Grant,17853,16196.13546,13365.0516,1905.128368,0.0
1080,IN,Grant,70061,56450.53012999999,36570.32625,386.8057727,0.0
1081,KS,Grant,7829,4854.5286240000005,2057.813247,405.17775489999997,0.0
1082,KY,Grant,24662,23396.82919,22428.76919,1604.366037,0.0
1083,LA,Grant,22309,21552.8692,20939.21065,5050.626107,0.0
1084,MN,Grant,6018,5435.121986,4841.056477,2693.586651,0.0
1085,ND,Grant,2394,1781.0172530000002,1730.637663,1252.662987,408.3405398
1086,NE,Grant,614,613.9999978,613.9999978,613.9999978,613.9999978
1087,NM,Grant,29514,24458.04957,19160.48577,3759.062419,1497.018601
1088,OK,Grant,4527,3855.494969,3477.457377,2798.88925,0.0
1089,OR,Grant,7445,6442.22706,5737.721860000001,2963.728525,1273.905634
1090,SD,Grant,7356,5103.951316,3666.0310799999997,1390.0335710000002,108.9737179
1091,WA,Grant,89120,69235.51789,48734.1054,4950.364801,191.8453562
